time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:50:16:910,-0.9616,0.1872,-0.6717,1.188
20:50:16:914,-1.0124,0.1539,-0.7034,1.242
20:50:16:919,-1.0502,0.1303,-0.7387,1.291
20:50:16:926,-1.0582,0.1212,-0.7392,1.297
20:50:16:929,-1.0293,0.1169,-0.6884,1.244
20:50:16:934,-1.0398,0.1365,-0.5861,1.201
20:50:16:938,-1.0683,0.1347,-0.4872,1.182
20:50:16:945,-1.0790,0.1233,-0.3795,1.150
20:50:16:948,-1.1032,0.0953,-0.3272,1.155
20:50:16:955,-1.1339,0.0194,-0.2606,1.164
20:50:16:959,-1.1738,-0.0444,-0.2203,1.195
20:50:16:974,-1.1822,-0.1272,-0.1773,1.202
20:50:16:976,-1.2025,-0.2387,-0.1384,1.234
20:50:16:976,-1.2084,-0.3788,-0.0893,1.269
20:50:16:977,-1.2167,-0.4853,-0.0584,1.311
20:50:16:983,-1.2325,-0.5535,-0.0626,1.353
20:50:16:988,-1.2364,-0.6504,-0.1044,1.401
20:50:16:992,-1.2046,-0.7328,-0.1458,1.417
20:50:16:998,-1.1990,-0.7506,-0.2468,1.436
20:50:17:002,-1.1551,-0.8329,-0.2738,1.450
20:50:17:007,-1.1327,-0.9222,-0.1648,1.470
20:50:17:013,-1.1172,-0.9707,-0.0615,1.481
20:50:17:016,-1.1106,-0.9617,0.0071,1.469
20:50:17:021,-1.0675,-0.9239,-0.0808,1.414
20:50:17:028,-1.0575,-0.8885,-0.0740,1.383
20:50:17:032,-1.0737,-0.8267,-0.0084,1.355
20:50:17:037,-1.1547,-0.7744,-0.0036,1.390
20:50:17:041,-1.2411,-0.7006,-0.0445,1.426
20:50:17:046,-1.3354,-0.5408,-0.0665,1.442
20:50:17:057,-1.3710,-0.2833,-0.1740,1.411
20:50:17:058,-1.3384,-0.0691,-0.1663,1.350
20:50:17:072,-1.2687,0.1520,-0.0480,1.279
20:50:17:073,-1.1806,0.3417,0.0616,1.231
20:50:17:073,-1.0739,0.5429,0.1724,1.216
20:50:17:076,-0.9794,0.8011,0.2728,1.294
20:50:17:081,-0.8525,1.0133,0.2937,1.356
20:50:17:086,-0.7123,1.2093,0.2375,1.423
20:50:17:090,-0.6182,1.3633,0.1900,1.509
20:50:17:095,-0.5226,1.5016,0.1720,1.599
20:50:17:099,-0.4431,1.6697,0.1670,1.736
20:50:17:105,-0.4167,1.8090,0.1470,1.862
20:50:17:110,-0.4128,2.0151,0.1256,2.061
20:50:17:115,-0.4222,2.2166,0.0564,2.257
20:50:17:120,-0.4334,2.4348,0.1039,2.475
20:50:17:125,-0.4343,2.6986,0.0907,2.735
20:50:17:130,-0.4250,3.0270,0.0408,3.057
20:50:17:135,-0.4005,3.3220,-0.0246,3.346
20:50:17:138,-0.3626,3.6626,-0.0839,3.681
20:50:17:145,-0.2847,3.9913,-0.0916,4.002
20:50:17:149,-0.2451,4.3462,0.0151,4.353
20:50:17:157,-0.2148,4.7010,0.1706,4.709
20:50:17:159,-0.1384,5.0865,0.3284,5.099
20:50:17:175,-0.0711,5.3997,0.5212,5.425
20:50:17:176,0.0277,5.5711,0.7171,5.617
20:50:17:176,0.2060,5.5671,0.8060,5.629
20:50:17:177,0.4258,5.3829,0.7490,5.451
20:50:17:185,0.6155,4.9660,0.7072,5.054
20:50:17:188,0.8278,4.3644,0.7188,4.500
20:50:17:193,1.0989,3.6717,0.6662,3.890
20:50:17:198,1.4078,2.9023,0.4890,3.263
20:50:17:204,1.7936,2.2097,0.2912,2.861
20:50:17:208,2.0726,1.4743,0.0998,2.545
20:50:17:214,2.2763,0.7395,-0.1371,2.397
20:50:17:217,2.3689,0.0773,-0.3924,2.402
20:50:17:222,2.4056,-0.6078,-0.6917,2.576
20:50:17:229,2.3720,-1.2056,-0.8334,2.788
20:50:17:232,2.3087,-1.7162,-0.9404,3.026
20:50:17:238,2.2680,-2.0582,-0.9828,3.216
20:50:17:242,2.1517,-2.3728,-0.9711,3.347
20:50:17:248,1.9906,-2.5666,-0.9492,3.384
20:50:17:252,1.8346,-2.6518,-0.8386,3.332
20:50:17:258,1.6688,-2.6117,-0.6990,3.177
20:50:17:261,1.4476,-2.4943,-0.5180,2.930
20:50:17:273,1.1989,-2.2615,-0.3856,2.589
20:50:17:274,0.9077,-1.9016,-0.2481,2.122
20:50:17:276,0.6857,-1.4625,-0.0999,1.618
20:50:17:281,0.4868,-1.0354,0.0433,1.145
20:50:17:288,0.3030,-0.6539,0.2045,0.749
20:50:17:291,0.1673,-0.3421,0.3327,0.506
20:50:17:297,0.0360,-0.1072,0.4434,0.458
20:50:17:301,-0.0411,0.0840,0.5235,0.532
20:50:17:306,-0.0836,0.2387,0.5523,0.607
20:50:17:311,-0.0844,0.3136,0.5281,0.620
20:50:17:315,-0.0414,0.3686,0.5277,0.645
20:50:17:321,0.0550,0.3701,0.5633,0.676
20:50:17:325,0.1976,0.2894,0.6254,0.717
20:50:17:330,0.4084,0.1937,0.6374,0.781
20:50:17:335,0.6497,0.0613,0.6232,0.902
20:50:17:339,0.9437,-0.0477,0.5538,1.095
20:50:17:347,1.2144,-0.2193,0.4476,1.313
20:50:17:350,1.5488,-0.3098,0.3899,1.627
20:50:17:358,1.8619,-0.3719,0.4279,1.946
20:50:17:360,2.1497,-0.4961,0.5605,2.276
20:50:17:375,2.3555,-0.7038,0.6485,2.543
20:50:17:376,2.4560,-0.8801,0.7055,2.703
20:50:17:376,2.4540,-0.9771,0.7096,2.735
20:50:17:378,2.3759,-1.0617,0.6317,2.678
20:50:17:385,2.3245,-1.1219,0.5621,2.642
20:50:17:389,2.1464,-1.1722,0.5175,2.500
20:50:17:394,1.7213,-1.2699,0.4645,2.189
20:50:17:397,1.2831,-1.3745,0.4534,1.934
20:50:17:405,0.9791,-1.4213,0.4650,1.787
20:50:17:409,0.8425,-1.5348,0.4922,1.819
20:50:17:413,0.7316,-1.6193,0.4609,1.836
20:50:17:417,0.6291,-1.6797,0.4046,1.839
20:50:17:424,0.5060,-1.7807,0.3904,1.892
20:50:17:428,0.3978,-1.8910,0.3684,1.967
20:50:17:433,0.3305,-1.9917,0.3505,2.049
20:50:17:438,0.3372,-2.0517,0.2888,2.099
20:50:17:442,0.3317,-2.1140,0.1903,2.148
20:50:17:447,0.3712,-2.1644,0.0932,2.198
20:50:17:453,0.4318,-2.1979,-0.0053,2.240
20:50:17:456,0.4849,-2.1550,-0.1317,2.213
20:50:17:463,0.5545,-2.1311,-0.2333,2.214
20:50:17:468,0.6579,-2.0117,-0.3055,2.138
20:50:17:473,0.7572,-1.8468,-0.3315,2.023
20:50:17:491,0.8600,-1.6797,-0.3279,1.915
20:50:17:492,0.9380,-1.4792,-0.2971,1.777
20:50:17:492,1.0110,-1.2382,-0.2482,1.618
20:50:17:492,1.0531,-1.0356,-0.1881,1.489
20:50:17:495,1.0478,-0.8141,-0.0879,1.330
20:50:17:500,1.0171,-0.6262,-0.1098,1.199
20:50:17:506,0.9754,-0.4743,-0.0647,1.087
20:50:17:511,0.8892,-0.3991,0.0263,0.975
20:50:17:516,0.7633,-0.3528,0.1132,0.848
20:50:17:521,0.6573,-0.3256,0.2153,0.765
20:50:17:526,0.5544,-0.2819,0.2850,0.684
20:50:17:531,0.4112,-0.3101,0.2745,0.584
20:50:17:536,0.3041,-0.3384,0.2698,0.529
20:50:17:540,0.2138,-0.3452,0.2612,0.483
20:50:17:547,0.1476,-0.3831,0.2126,0.462
20:50:17:550,0.0888,-0.3446,0.1887,0.403
20:50:17:559,0.0492,-0.3803,0.1699,0.419
20:50:17:560,0.0121,-0.3634,0.1420,0.390
20:50:17:574,-0.0392,-0.3083,0.1072,0.329
20:50:17:574,-0.0807,-0.2055,0.0704,0.232
20:50:17:576,-0.1243,-0.1292,0.0340,0.182
20:50:17:578,-0.1560,-0.0841,0.0124,0.178
20:50:17:585,-0.1496,0.0016,-0.0089,0.150
20:50:17:589,-0.1864,0.0632,0.0155,0.197
20:50:17:594,-0.1682,0.0817,0.0451,0.192
20:50:17:598,-0.1382,0.0618,0.0152,0.152
20:50:17:606,-0.1392,0.0659,0.0357,0.158
20:50:17:609,-0.0946,0.0054,0.0539,0.109
20:50:17:614,-0.0499,-0.1195,0.0410,0.136
20:50:17:618,-0.0145,-0.2418,0.0688,0.252
20:50:17:626,-0.0049,-0.3377,0.0990,0.352
20:50:17:629,0.0507,-0.4334,0.1146,0.451
20:50:17:633,0.0593,-0.5002,0.1322,0.521
20:50:17:638,0.0280,-0.5526,0.1448,0.572
20:50:17:644,-0.0048,-0.5976,0.1259,0.611
20:50:17:650,-0.0585,-0.6783,0.1377,0.695
20:50:17:655,-0.1237,-0.7804,0.1324,0.801
20:50:17:670,-0.1599,-0.8297,0.1005,0.851
20:50:17:671,-0.2271,-0.8622,0.0922,0.896
20:50:17:672,-0.3063,-0.8659,0.0977,0.924
20:50:17:672,-0.3692,-0.8362,0.1269,0.923
20:50:17:678,-0.4588,-0.8041,0.1511,0.938
20:50:17:682,-0.4891,-0.7697,0.1585,0.926
20:50:17:687,-0.4770,-0.7521,0.1732,0.907
20:50:17:692,-0.4725,-0.7393,0.1570,0.891
20:50:17:696,-0.4352,-0.7649,0.1721,0.897
20:50:17:702,-0.4603,-0.8215,0.1704,0.957
20:50:17:707,-0.4904,-0.8756,0.1425,1.014
20:50:17:712,-0.4489,-0.9225,0.1025,1.031
20:50:17:716,-0.4409,-0.9645,0.0837,1.064
20:50:17:721,-0.4302,-0.9777,0.0691,1.070
20:50:17:726,-0.4191,-0.9884,0.0321,1.074
20:50:17:732,-0.4271,-0.9942,-0.0105,1.082
20:50:17:735,-0.4610,-0.9664,-0.0252,1.071
20:50:17:741,-0.4899,-0.9432,-0.0432,1.064
20:50:17:746,-0.4972,-0.9344,-0.0597,1.060
20:50:17:751,-0.5355,-0.9016,-0.0625,1.050
20:50:17:756,-0.5306,-0.8639,-0.0325,1.014
20:50:17:761,-0.5183,-0.8023,-0.0367,0.956
20:50:17:766,-0.5131,-0.7479,-0.0316,0.908
20:50:17:783,-0.4934,-0.7150,-0.0148,0.869
20:50:17:784,-0.4617,-0.6846,0.0234,0.826
20:50:17:784,-0.4684,-0.6924,0.0546,0.838
20:50:17:785,-0.4920,-0.6931,0.0741,0.853
20:50:17:791,-0.4754,-0.6915,0.0966,0.845
20:50:17:795,-0.4906,-0.6733,0.0743,0.836
20:50:17:800,-0.4752,-0.6815,0.0240,0.831
20:50:17:805,-0.4174,-0.7089,-0.0092,0.823
20:50:17:809,-0.3435,-0.7531,-0.0276,0.828
20:50:17:815,-0.2676,-0.7996,-0.0268,0.844
20:50:17:819,-0.2277,-0.8723,0.0098,0.902
20:50:17:825,-0.2117,-0.9043,0.0392,0.930
20:50:17:829,-0.1761,-0.9195,0.0228,0.936
20:50:17:835,-0.1639,-0.9130,0.0322,0.928
20:50:17:839,-0.1703,-0.8898,0.0554,0.908
20:50:17:845,-0.2073,-0.8115,0.0899,0.842
20:50:17:853,-0.2172,-0.7260,0.0975,0.764
20:50:17:854,-0.2552,-0.6476,0.1259,0.707
20:50:17:871,-0.2708,-0.5214,0.2300,0.631
20:50:17:872,-0.3713,-0.3666,0.3527,0.630
20:50:17:872,-0.4109,-0.2334,0.5252,0.707
20:50:17:873,-0.4557,-0.0973,0.6976,0.839
20:50:17:878,-0.5251,0.0092,0.8740,1.020
20:50:17:883,-0.6380,0.0459,1.0882,1.262
20:50:17:888,-0.6850,0.0987,1.2360,1.417
20:50:17:893,-0.7022,0.1223,1.3326,1.511
20:50:17:896,-0.7778,0.1123,1.3617,1.572
20:50:17:902,-0.8608,0.1028,1.4195,1.663
20:50:17:908,-0.9051,0.0762,1.4821,1.738
20:50:17:912,-0.9302,0.0255,1.5446,1.803
20:50:17:917,-0.9722,0.0295,1.5801,1.855
20:50:17:922,-0.9836,0.0811,1.6030,1.882
20:50:17:927,-1.0607,0.1085,1.6558,1.969
20:50:17:932,-1.1325,0.2550,1.7933,2.136
20:50:17:936,-1.1998,0.5326,1.9578,2.357
20:50:17:941,-1.1751,0.9314,2.1133,2.591
20:50:17:947,-1.1212,1.3987,2.2596,2.884
20:50:17:951,-0.9455,1.8698,2.3751,3.167
20:50:17:956,-0.6336,2.4022,2.4407,3.483
20:50:17:961,-0.2280,3.0508,2.4401,3.913
20:50:17:980,0.2551,3.7080,2.2033,4.321
20:50:17:982,0.7905,4.3379,1.8642,4.787
20:50:17:982,1.2476,4.9146,1.6547,5.334
20:50:17:983,1.7066,5.4763,1.3302,5.888
20:50:17:986,2.0489,5.8176,1.0373,6.254
20:50:17:990,2.4028,6.2183,0.7506,6.709
20:50:17:996,2.6645,6.3748,0.4419,6.923
20:50:18:001,2.8353,6.2731,0.1372,6.885
20:50:18:005,2.9139,6.1047,-0.1823,6.767
20:50:18:011,2.9296,5.7718,-0.5596,6.497
20:50:18:015,2.8544,5.2626,-0.9358,6.060
20:50:18:018,2.6711,4.5657,-1.2446,5.434
20:50:18:025,2.3983,3.7576,-1.4628,4.692
20:50:18:029,2.1088,2.9629,-1.6125,3.978
20:50:18:036,1.8782,2.2222,-1.7015,3.371
20:50:18:039,1.6887,1.4565,-1.7444,2.831
20:50:18:045,1.5584,0.7687,-1.6508,2.397
20:50:18:049,1.4724,0.1609,-1.4830,2.096
20:50:18:054,1.3773,-0.3931,-1.2935,1.930
20:50:18:058,1.2989,-0.8816,-1.0538,1.891
20:50:18:070,1.2675,-1.3000,-0.7470,1.963
20:50:18:071,1.2228,-1.6508,-0.3802,2.089
20:50:18:074,1.2577,-1.8600,-0.1033,2.248
20:50:18:078,1.3073,-2.0260,-0.0045,2.411
20:50:18:084,1.3764,-2.1296,0.0147,2.536
20:50:18:088,1.4528,-2.1686,-0.0980,2.612
20:50:18:094,1.4836,-2.1169,-0.3186,2.605
20:50:18:097,1.4804,-1.9817,-0.5657,2.537
20:50:18:104,1.4596,-1.7896,-0.7962,2.443
20:50:18:108,1.3946,-1.5955,-1.0175,2.351
20:50:18:113,1.3473,-1.3803,-1.2416,2.294
20:50:18:117,1.2862,-1.2160,-1.4493,2.288
20:50:18:122,1.2327,-1.0832,-1.6408,2.321
20:50:18:128,1.2442,-0.9580,-1.8328,2.413
20:50:18:133,1.2920,-0.8882,-1.9727,2.520
20:50:18:136,1.3477,-0.8236,-2.1155,2.640
20:50:18:141,1.5099,-0.7161,-2.1751,2.743
20:50:18:147,1.6501,-0.6496,-2.1972,2.824
20:50:18:155,1.8313,-0.5712,-2.1030,2.846
20:50:18:157,2.0402,-0.4498,-1.9663,2.869
20:50:18:169,2.2301,-0.3690,-1.7921,2.885
20:50:18:170,2.3586,-0.3289,-1.6472,2.896
20:50:18:172,2.4576,-0.2862,-1.5651,2.928
20:50:18:175,2.4722,-0.2768,-1.5172,2.914
20:50:18:182,2.4361,-0.2863,-1.4509,2.850
20:50:18:186,2.3877,-0.2813,-1.3805,2.772
20:50:18:191,2.2982,-0.2665,-1.3037,2.656
20:50:18:196,2.2035,-0.2755,-1.2469,2.547
20:50:18:201,2.0819,-0.2843,-1.1501,2.395
20:50:18:206,1.9356,-0.3264,-1.0157,2.210
20:50:18:211,1.7979,-0.3803,-0.8722,2.034
20:50:18:216,1.6664,-0.4221,-0.7002,1.856
20:50:18:219,1.5171,-0.4638,-0.5331,1.674
20:50:18:225,1.3667,-0.5174,-0.3800,1.510
20:50:18:230,1.2199,-0.5231,-0.1856,1.340
20:50:18:235,1.0669,-0.5552,-0.0501,1.204
20:50:18:240,0.9194,-0.5491,0.0917,1.075
20:50:18:245,0.7652,-0.5480,0.2377,0.971
20:50:18:250,0.6496,-0.5256,0.3668,0.913
20:50:18:256,0.5602,-0.5203,0.4841,0.905
20:50:18:258,0.4559,-0.5798,0.5733,0.934
20:50:18:265,0.3436,-0.6778,0.6177,0.979
20:50:18:289,0.2800,-0.7713,0.5768,1.003
20:50:18:290,0.1931,-0.8434,0.4719,0.986
20:50:18:290,0.1567,-0.9469,0.3123,1.009
20:50:18:290,0.1181,-1.0123,0.1476,1.030
20:50:18:291,0.1445,-1.0729,0.0081,1.083
20:50:18:294,0.1665,-1.1526,-0.1235,1.171
20:50:18:297,0.1917,-1.1988,-0.2525,1.240
20:50:18:305,0.2442,-1.1493,-0.3726,1.233
20:50:18:308,0.2789,-1.0472,-0.4959,1.192
20:50:18:313,0.2937,-0.8996,-0.6349,1.140
20:50:18:318,0.3416,-0.7496,-0.7613,1.122
20:50:18:324,0.3988,-0.6187,-0.8441,1.120
20:50:18:328,0.4203,-0.4591,-0.8788,1.077
20:50:18:333,0.4566,-0.3018,-0.8891,1.044
20:50:18:337,0.4650,-0.1279,-0.9133,1.033
20:50:18:343,0.5007,0.0533,-0.9058,1.036
20:50:18:348,0.5160,0.2032,-0.8376,1.005
20:50:18:356,0.5134,0.2910,-0.7659,0.967
20:50:18:358,0.4572,0.3740,-0.6833,0.903
20:50:18:375,0.3999,0.4212,-0.6110,0.843
20:50:18:376,0.3485,0.4420,-0.5606,0.794
20:50:18:376,0.1329,0.4438,-0.5154,0.693
20:50:18:376,-0.0702,0.4193,-0.4441,0.615
20:50:18:381,-0.2134,0.3781,-0.3657,0.568
20:50:18:387,-0.3182,0.3656,-0.2561,0.548
20:50:18:392,-0.3921,0.3316,-0.1343,0.531
20:50:18:396,-0.4398,0.2976,-0.0338,0.532
20:50:18:401,-0.4278,0.2828,0.0314,0.514
20:50:18:407,-0.4132,0.2966,0.0852,0.516
20:50:18:411,-0.3671,0.2840,0.1612,0.491
20:50:18:421,-0.3398,0.2834,0.1925,0.483
20:50:18:422,-0.3237,0.2517,0.2220,0.466
20:50:18:426,-0.3141,0.2367,0.2090,0.445
20:50:18:431,-0.3349,0.2146,0.1841,0.438
20:50:18:436,-0.3716,0.2069,0.1521,0.452
20:50:18:440,-0.3908,0.1776,0.1248,0.447
20:50:18:446,-0.4499,0.1532,0.1092,0.488
20:50:18:450,-0.4869,0.1719,0.0647,0.520
20:50:18:455,-0.5449,0.1452,-0.0090,0.564
20:50:18:459,-0.6097,0.0851,-0.0809,0.621
20:50:18:465,-0.6600,0.0108,-0.1439,0.676
20:50:18:479,-0.6697,-0.0466,-0.1862,0.697
20:50:18:480,-0.6939,-0.1278,-0.2293,0.742
20:50:18:480,-0.7016,-0.2040,-0.2805,0.783
20:50:18:485,-0.6955,-0.2562,-0.3112,0.804
20:50:18:490,-0.6996,-0.3106,-0.3403,0.838
20:50:18:495,-0.6565,-0.3410,-0.3656,0.825
20:50:18:498,-0.6238,-0.3497,-0.4111,0.825
20:50:18:505,-0.5967,-0.3465,-0.4001,0.798
20:50:18:509,-0.5462,-0.3288,-0.3899,0.747
20:50:18:514,-0.4676,-0.3158,-0.3327,0.655
20:50:18:519,-0.3988,-0.2718,-0.2906,0.563
20:50:18:525,-0.3374,-0.2684,-0.2323,0.490
20:50:18:529,-0.2423,-0.1980,-0.2248,0.385
20:50:18:534,-0.1948,-0.1300,-0.2058,0.312
20:50:18:537,-0.1325,-0.0621,-0.1966,0.245
20:50:18:545,-0.0695,0.0081,-0.1613,0.176
20:50:18:548,-0.0346,0.0424,-0.1359,0.147
20:50:18:554,-0.0278,0.0743,-0.1393,0.160
20:50:18:558,-0.0562,0.0680,-0.1355,0.162
20:50:18:563,-0.0555,0.0688,-0.1222,0.151
20:50:18:568,-0.0807,0.0625,-0.1208,0.158
20:50:18:574,-0.1223,0.0562,-0.1169,0.178
20:50:18:576,-0.1327,0.0905,-0.1107,0.195
20:50:18:589,-0.1692,0.0746,-0.1020,0.211
20:50:18:590,-0.1650,0.0993,-0.0837,0.210
20:50:18:592,-0.2277,0.0787,-0.1108,0.265
20:50:18:597,-0.2785,0.0269,-0.1139,0.302
20:50:18:602,-0.3413,-0.0223,-0.1172,0.362
20:50:18:608,-0.4067,-0.0452,-0.1394,0.432
20:50:18:612,-0.4772,-0.0656,-0.1711,0.511
20:50:18:615,-0.5816,-0.0502,-0.2146,0.622
20:50:18:621,-0.6311,-0.0539,-0.2197,0.670
20:50:18:627,-0.6809,-0.0480,-0.1865,0.708
20:50:18:631,-0.7400,-0.0541,-0.1795,0.763
20:50:18:636,-0.7412,-0.0530,-0.1555,0.759
20:50:18:641,-0.7322,-0.0639,-0.1385,0.748
20:50:18:646,-0.7534,-0.0820,-0.0447,0.759
20:50:18:655,-0.7903,-0.1384,0.0400,0.803
20:50:18:655,-0.8162,-0.2114,0.1394,0.855
20:50:18:659,-0.8502,-0.2749,0.2297,0.923
20:50:18:667,-0.8705,-0.3432,0.3203,0.989
20:50:18:680,-0.8794,-0.3900,0.3921,1.039
20:50:18:681,-0.8982,-0.4797,0.4308,1.106
20:50:18:681,-0.9206,-0.5963,0.4620,1.190
20:50:18:685,-0.9768,-0.7428,0.4341,1.302
20:50:18:690,-1.0502,-0.8643,0.2954,1.392
20:50:18:695,-1.0558,-0.9279,0.0228,1.406
20:50:18:699,-1.0729,-1.0835,-0.1147,1.529
20:50:18:705,-1.0852,-1.1974,-0.0752,1.618
20:50:18:710,-1.1023,-1.2915,-0.1189,1.702
20:50:18:715,-1.1337,-1.3871,-0.2662,1.811
20:50:18:719,-1.1415,-1.4202,-0.3861,1.863
20:50:18:725,-1.0855,-1.3842,-0.5713,1.850
20:50:18:729,-1.0565,-1.3746,-0.5985,1.834
20:50:18:734,-0.9992,-1.3009,-0.5687,1.736
20:50:18:739,-0.9039,-1.1472,-0.5774,1.570
20:50:18:747,-0.8395,-1.0325,-0.6412,1.477
20:50:18:750,-0.7436,-0.8974,-0.6648,1.342
20:50:18:755,-0.6730,-0.7609,-0.6509,1.206
20:50:18:759,-0.5774,-0.6396,-0.6283,1.066
20:50:18:767,-0.4972,-0.5239,-0.6041,0.942
20:50:18:769,-0.3897,-0.4138,-0.5739,0.808
20:50:18:775,-0.3027,-0.2925,-0.5494,0.692
20:50:18:782,-0.2100,-0.2052,-0.5072,0.586
20:50:18:785,-0.0907,-0.0567,-0.5116,0.523
20:50:18:788,0.0047,0.1074,-0.4394,0.452
20:50:18:793,0.0519,0.1092,-0.2225,0.253
20:50:18:797,0.1170,0.1942,-0.0259,0.228
20:50:18:803,0.1541,0.3025,-0.0248,0.340
20:50:18:808,0.1081,0.4457,0.0692,0.464
20:50:18:813,0.0385,0.7564,0.1512,0.772
20:50:18:816,-0.0389,1.2094,0.1476,1.219
20:50:18:823,-0.2103,1.7251,0.0827,1.740
20:50:18:827,-0.3019,2.1940,0.0069,2.215
20:50:18:832,-0.2376,2.7401,-0.1306,2.754
20:50:18:837,-0.1584,3.3550,-0.2623,3.369
20:50:18:842,-0.0641,3.8497,-0.2583,3.859
20:50:18:847,0.0963,4.3866,-0.1968,4.392
20:50:18:852,0.3259,5.0016,-0.0743,5.013
20:50:18:856,0.6324,5.5317,0.0963,5.569
20:50:18:860,0.9399,5.8790,0.2233,5.958
20:50:18:867,1.2897,6.0792,0.3822,6.226
20:50:18:871,1.6319,5.9961,0.4169,6.228
20:50:18:882,2.0196,5.6967,0.2614,6.050
20:50:18:883,2.3931,5.1122,0.0734,5.645
20:50:18:886,2.7362,4.4127,0.0626,5.193
20:50:18:891,2.9872,3.6892,0.1591,4.750
20:50:18:896,3.2182,2.9610,0.1204,4.375
20:50:18:899,3.4657,2.2811,-0.0502,4.149
20:50:18:905,3.5987,1.6665,-0.1632,3.969
20:50:18:910,3.6679,1.0671,-0.2847,3.831
20:50:18:915,3.6616,0.5261,-0.4092,3.722
20:50:18:920,3.6873,0.0388,-0.5333,3.726
20:50:18:926,3.7217,-0.3134,-0.5435,3.774
20:50:18:930,3.6622,-0.6404,-0.4772,3.748
20:50:18:935,3.5616,-0.9088,-0.3753,3.695
20:50:18:939,3.3792,-1.0231,-0.2165,3.537
20:50:18:945,3.1866,-1.0838,-0.0821,3.367
20:50:18:950,2.9163,-1.0433,-0.0028,3.097
20:50:18:955,2.5748,-1.0381,0.2685,2.789
20:50:18:959,2.2311,-0.9845,0.4769,2.485
20:50:18:976,1.8291,-0.9450,0.6618,2.163
20:50:18:977,1.3823,-0.9339,0.8864,1.889
20:50:18:977,0.9853,-0.9731,1.0273,1.724
20:50:18:977,0.5917,-1.0361,1.0566,1.594
20:50:18:985,0.3205,-1.1184,0.9869,1.526
20:50:18:989,0.1038,-1.2177,0.9070,1.522
20:50:18:993,-0.0495,-1.3364,0.9176,1.622
20:50:18:998,-0.1518,-1.4818,0.9113,1.746
20:50:19:004,-0.1291,-1.6036,0.8307,1.811
20:50:19:009,-0.0078,-1.6876,0.6710,1.816
20:50:19:013,0.1690,-1.7242,0.5396,1.815
20:50:19:017,0.3827,-1.7325,0.4338,1.827
20:50:19:021,0.6262,-1.6934,0.3821,1.846
20:50:19:028,0.8880,-1.5855,0.2982,1.842
20:50:19:033,1.0536,-1.4469,0.2206,1.803
20:50:19:037,1.2359,-1.3255,0.1706,1.820
20:50:19:042,1.4567,-1.2093,0.0620,1.894
20:50:19:049,1.6090,-1.1652,0.0095,1.987
20:50:19:052,1.7696,-1.1402,-0.0493,2.106
20:50:19:057,1.9532,-1.1704,-0.1125,2.280
20:50:19:062,2.0956,-1.2220,-0.1968,2.434
20:50:19:078,2.2114,-1.1588,-0.2932,2.514
20:50:19:079,2.3344,-1.1146,-0.3997,2.618
20:50:19:079,2.4340,-1.0511,-0.4712,2.693
20:50:19:081,2.5464,-0.9087,-0.4818,2.746
20:50:19:086,2.6359,-0.7733,-0.4986,2.792
20:50:19:091,2.7195,-0.6570,-0.4621,2.836
20:50:19:096,2.7303,-0.5046,-0.4152,2.807
20:50:19:101,2.7091,-0.3523,-0.3318,2.752
20:50:19:107,2.6630,-0.1783,-0.3003,2.686
20:50:19:111,2.6206,-0.0067,-0.2535,2.633
20:50:19:116,2.5505,0.1624,-0.1817,2.562
20:50:19:120,2.4359,0.3051,-0.1443,2.459
20:50:19:126,2.3244,0.3857,-0.0598,2.357
20:50:19:131,2.1920,0.4303,0.0100,2.234
20:50:19:135,1.9977,0.4510,0.1086,2.051
20:50:19:139,1.7821,0.4788,0.1882,1.855
20:50:19:145,1.5448,0.5065,0.1701,1.635
20:50:19:150,1.2615,0.4456,0.1621,1.348
20:50:19:155,1.0226,0.3298,0.1160,1.081
20:50:19:161,0.8399,0.1901,0.0819,0.865
20:50:19:175,0.8210,0.0291,0.0428,0.823
20:50:19:176,0.9158,-0.0983,-0.0016,0.921
20:50:19:177,1.0362,-0.2206,-0.0468,1.061
20:50:19:178,1.1489,-0.3236,-0.0907,1.197
20:50:19:185,1.2541,-0.3953,-0.1837,1.328
20:50:19:189,1.3638,-0.3950,-0.2471,1.441
20:50:19:194,1.4542,-0.4281,-0.3002,1.545
20:50:19:199,1.5040,-0.3796,-0.3264,1.585
20:50:19:205,1.5540,-0.3645,-0.3063,1.625
20:50:19:208,1.5994,-0.3230,-0.2206,1.647
20:50:19:214,1.6118,-0.3125,-0.1217,1.646
20:50:19:217,1.5791,-0.3235,-0.0400,1.612
20:50:19:225,1.5444,-0.3463,0.0368,1.583
20:50:19:228,1.4500,-0.3907,0.0705,1.503
20:50:19:233,1.4155,-0.4373,0.1140,1.486
20:50:19:238,1.3689,-0.4720,0.1460,1.455
20:50:19:243,1.3197,-0.5163,0.1524,1.425
20:50:19:248,1.3182,-0.5248,0.1236,1.424
20:50:19:253,1.3117,-0.5907,0.1053,1.442
20:50:19:256,1.3193,-0.5514,0.0470,1.431
20:50:19:262,1.3101,-0.5050,-0.0226,1.404
20:50:19:282,1.2674,-0.4300,-0.1300,1.345
20:50:19:283,1.2460,-0.3313,-0.2204,1.308
20:50:19:284,1.2173,-0.2112,-0.3225,1.277
20:50:19:284,1.1693,-0.1223,-0.3694,1.232
20:50:19:287,1.1044,-0.0000,-0.3995,1.174
