time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:50:12:153,-0.8462,0.0072,-0.1077,0.853
20:50:12:154,-0.8832,0.1491,-0.1312,0.905
20:50:12:154,-0.9077,0.3002,-0.1728,0.972
20:50:12:155,-0.9181,0.5252,-0.2418,1.085
20:50:12:159,-0.9599,0.6781,-0.3716,1.233
20:50:12:166,-0.9711,0.8331,-0.4738,1.364
20:50:12:169,-0.9443,0.9615,-0.5746,1.465
20:50:12:174,-0.9514,1.0729,-0.5404,1.532
20:50:12:178,-0.9537,1.1579,-0.6129,1.620
20:50:12:185,-0.9635,1.2236,-0.6823,1.700
20:50:12:189,-1.0092,1.2318,-0.7466,1.759
20:50:12:194,-1.1100,1.2042,-0.7201,1.789
20:50:12:198,-1.1748,1.2173,-0.7683,1.858
20:50:12:205,-1.2083,1.2640,-0.7672,1.910
20:50:12:208,-1.2271,1.2987,-0.7005,1.919
20:50:12:214,-1.2261,1.3335,-0.6116,1.912
20:50:12:217,-1.2389,1.3564,-0.5532,1.919
20:50:12:225,-1.2272,1.3747,-0.4754,1.903
20:50:12:228,-1.2127,1.4553,-0.4023,1.937
20:50:12:234,-1.1623,1.6269,-0.3220,2.025
20:50:12:238,-1.1360,1.8128,-0.3018,2.161
20:50:12:247,-1.0819,2.0444,-0.3299,2.336
20:50:12:248,-1.0363,2.3335,-0.3396,2.576
20:50:12:252,-0.9805,2.6898,-0.3456,2.884
20:50:12:256,-0.8694,3.0893,-0.3884,3.233
20:50:12:262,-0.7103,3.5057,-0.4080,3.600
20:50:12:267,-0.5005,3.9102,-0.3751,3.960
20:50:12:271,-0.3426,4.2525,-0.2983,4.277
20:50:12:277,-0.1881,4.5612,-0.1266,4.567
20:50:12:282,0.0280,4.8554,-0.0243,4.855
20:50:12:287,0.2349,5.1324,0.0620,5.138
20:50:12:291,0.4400,5.3515,0.1877,5.373
20:50:12:296,0.5959,5.5390,0.3821,5.584
20:50:12:300,0.7147,5.5801,0.5648,5.654
20:50:12:306,0.8540,5.4532,0.7219,5.567
20:50:12:311,1.0211,5.1657,0.8515,5.334
20:50:12:316,1.2502,4.7152,0.9465,4.969
20:50:12:321,1.5564,4.2071,0.9805,4.592
20:50:12:326,1.8925,3.6149,1.0084,4.203
20:50:12:335,2.1181,2.9365,1.0035,3.757
20:50:12:336,2.2263,2.2293,0.9392,3.288
20:50:12:349,2.2698,1.5030,0.7699,2.829
20:50:12:351,2.2266,0.8437,0.5285,2.439
20:50:12:351,2.2662,0.2804,0.3006,2.303
20:50:12:356,2.2377,-0.2969,0.1521,2.262
20:50:12:360,2.1385,-0.8140,0.0009,2.288
20:50:12:365,2.0257,-1.3161,-0.0458,2.416
20:50:12:370,1.9495,-1.7339,-0.0413,2.609
20:50:12:375,1.8260,-2.0959,-0.0485,2.780
20:50:12:379,1.7338,-2.4262,-0.0032,2.982
20:50:12:385,1.5697,-2.5643,0.0705,3.007
20:50:12:389,1.4244,-2.6373,0.1605,3.002
20:50:12:394,1.2331,-2.6141,0.2335,2.900
20:50:12:399,1.0286,-2.5377,0.2893,2.753
20:50:12:406,0.8151,-2.3842,0.3067,2.538
20:50:12:409,0.5823,-2.1300,0.3031,2.229
20:50:12:415,0.3582,-1.7798,0.3218,1.844
20:50:12:418,0.1901,-1.3579,0.2606,1.396
20:50:12:425,0.1468,-0.9647,0.1821,0.993
20:50:12:429,0.1252,-0.5954,0.1439,0.625
20:50:12:435,0.0605,-0.2431,0.1489,0.291
20:50:12:438,0.0164,0.0971,0.1067,0.145
20:50:12:450,-0.0170,0.3580,0.0900,0.370
20:50:12:451,-0.0208,0.5850,0.1040,0.595
20:50:12:453,0.0764,0.7875,0.1113,0.799
20:50:12:456,0.1793,0.8865,0.0792,0.908
20:50:12:462,0.3022,0.9966,0.0466,1.042
20:50:12:468,0.5315,1.0317,0.1358,1.168
20:50:12:473,0.7023,0.9560,0.1100,1.191
20:50:12:477,0.9347,0.8678,0.0671,1.277
20:50:12:482,1.1622,0.7240,0.0544,1.370
20:50:12:487,1.4450,0.5128,0.0643,1.535
20:50:12:492,1.8246,0.3324,0.1255,1.859
20:50:12:496,2.2632,0.1372,0.3072,2.288
20:50:12:502,2.5777,-0.0989,0.4874,2.625
20:50:12:507,2.7495,-0.2970,0.5869,2.827
20:50:12:511,2.8916,-0.4499,0.6220,2.992
20:50:12:517,2.9302,-0.6004,0.5680,3.045
20:50:12:522,2.9610,-0.7484,0.4244,3.083
20:50:12:526,2.9579,-0.8628,0.2816,3.094
20:50:12:536,2.9282,-0.9674,0.1628,3.088
20:50:12:537,2.8673,-1.0430,0.0290,3.051
20:50:12:558,2.7655,-1.1109,-0.0605,2.981
20:50:12:559,2.6252,-1.1951,-0.0752,2.885
20:50:12:560,2.4441,-1.3051,-0.0420,2.771
20:50:12:560,2.2341,-1.4335,-0.0018,2.654
20:50:12:560,2.0234,-1.5231,0.0307,2.533
20:50:12:566,1.8381,-1.5881,0.0603,2.430
20:50:12:570,1.6107,-1.6095,0.0799,2.278
20:50:12:575,1.4558,-1.6877,0.0632,2.230
20:50:12:579,1.2678,-1.6937,0.0654,2.117
20:50:12:585,1.0866,-1.7303,0.0891,2.045
20:50:12:590,0.9381,-1.7140,0.1201,1.958
20:50:12:595,0.8001,-1.6806,0.1586,1.868
20:50:12:599,0.7274,-1.6876,0.1691,1.845
20:50:12:605,0.6979,-1.6324,0.2140,1.788
20:50:12:609,0.6277,-1.5460,0.2553,1.688
20:50:12:614,0.6053,-1.6006,0.3199,1.741
20:50:12:618,0.6139,-1.5835,0.3456,1.733
20:50:12:625,0.5863,-1.5330,0.4021,1.690
20:50:12:629,0.5872,-1.4778,0.4511,1.653
20:50:12:634,0.6120,-1.4395,0.4812,1.636
20:50:12:639,0.6034,-1.4061,0.5258,1.618
20:50:12:645,0.5831,-1.3801,0.5588,1.599
20:50:12:661,0.5919,-1.3877,0.5540,1.607
20:50:12:662,0.5774,-1.4312,0.5185,1.628
20:50:12:662,0.5660,-1.5035,0.4907,1.680
20:50:12:664,0.5481,-1.5567,0.4369,1.707
20:50:12:668,0.5024,-1.6195,0.3406,1.729
20:50:12:673,0.4719,-1.6607,0.2541,1.745
20:50:12:679,0.4783,-1.6614,0.1991,1.740
20:50:12:683,0.4667,-1.6549,0.1372,1.725
20:50:12:688,0.4780,-1.6223,0.0639,1.692
20:50:12:694,0.5242,-1.5945,0.0078,1.678
20:50:12:696,0.5364,-1.5142,-0.1076,1.610
20:50:12:701,0.5818,-1.4389,-0.2153,1.567
20:50:12:707,0.6030,-1.3780,-0.3298,1.540
20:50:12:712,0.6527,-1.2813,-0.4347,1.502
20:50:12:717,0.7074,-1.1799,-0.5466,1.480
20:50:12:722,0.7456,-1.0762,-0.6372,1.456
20:50:12:727,0.7414,-0.9725,-0.7185,1.418
20:50:12:732,0.7305,-0.8904,-0.7525,1.376
20:50:12:737,0.7157,-0.8082,-0.7944,1.340
20:50:12:750,0.6850,-0.7331,-0.7945,1.280
20:50:12:752,0.6052,-0.7343,-0.7552,1.215
20:50:12:752,0.5312,-0.6972,-0.6693,1.103
20:50:12:756,0.4127,-0.6958,-0.5655,0.987
20:50:12:760,0.3096,-0.6823,-0.4458,0.872
20:50:12:765,0.1765,-0.6711,-0.3364,0.771
20:50:12:771,0.0398,-0.6695,-0.1818,0.695
20:50:12:776,-0.1057,-0.6487,-0.0655,0.661
20:50:12:780,-0.2818,-0.6472,0.0419,0.707
20:50:12:786,-0.4505,-0.6435,0.1213,0.795
20:50:12:791,-0.5476,-0.5778,0.1589,0.812
20:50:12:797,-0.6280,-0.5625,0.1883,0.864
20:50:12:799,-0.7328,-0.5595,0.1497,0.934
20:50:12:805,-0.7954,-0.5423,0.1056,0.968
20:50:12:811,-0.8469,-0.5038,0.0534,0.987
20:50:12:816,-0.8420,-0.4751,-0.0167,0.967
20:50:12:820,-0.8163,-0.4872,-0.0594,0.952
20:50:12:825,-0.8344,-0.5161,-0.1059,0.987
20:50:12:830,-0.8244,-0.5618,-0.1542,1.009
20:50:12:834,-0.7931,-0.5812,-0.1830,1.000
20:50:12:839,-0.7092,-0.6435,-0.2214,0.983
20:50:12:846,-0.6177,-0.6651,-0.2437,0.940
20:50:12:849,-0.5659,-0.7008,-0.2479,0.934
20:50:12:865,-0.5319,-0.7673,-0.2173,0.959
20:50:12:866,-0.5032,-0.8049,-0.1572,0.962
20:50:12:866,-0.4962,-0.7969,-0.1154,0.946
20:50:12:869,-0.5249,-0.7672,-0.0462,0.931
20:50:12:874,-0.5847,-0.7923,0.0215,0.985
20:50:12:879,-0.6612,-0.7837,0.0735,1.028
20:50:12:884,-0.7807,-0.7727,0.1149,1.104
20:50:12:888,-0.9221,-0.7711,0.2031,1.219
20:50:12:894,-1.1189,-0.7861,0.2785,1.395
20:50:12:897,-1.2686,-0.8129,0.3364,1.544
20:50:12:904,-1.4049,-0.8635,0.4201,1.702
20:50:12:908,-1.5569,-0.8447,0.5252,1.848
20:50:12:913,-1.7322,-0.8283,0.6013,2.012
20:50:12:918,-1.8738,-0.7712,0.6247,2.120
20:50:12:922,-1.9870,-0.7213,0.6265,2.205
20:50:12:928,-2.0387,-0.6452,0.6977,2.249
20:50:12:933,-2.0651,-0.6123,0.6734,2.257
20:50:12:937,-2.0568,-0.5172,0.6687,2.224
20:50:12:941,-2.0233,-0.3889,0.7360,2.188
20:50:12:948,-1.9145,-0.2752,0.8135,2.098
20:50:12:952,-1.7948,-0.1785,0.8485,1.993
20:50:12:957,-1.7001,-0.1059,0.8602,1.908
20:50:12:961,-1.6231,-0.0669,0.8893,1.852
20:50:12:967,-1.5661,-0.0544,0.9070,1.811
20:50:12:972,-1.5002,-0.0611,0.9062,1.754
20:50:12:975,-1.4205,-0.0296,0.9174,1.691
20:50:12:981,-1.3483,-0.0173,0.9406,1.644
20:50:12:986,-1.2690,-0.0599,0.9638,1.595
20:50:12:991,-1.2039,-0.0953,1.0156,1.578
20:50:12:996,-1.1122,-0.0948,1.0722,1.548
20:50:13:001,-1.0466,-0.0442,1.1146,1.530
20:50:13:006,-0.9663,0.0136,1.0878,1.455
20:50:13:011,-0.9454,0.0857,1.0680,1.429
20:50:13:016,-0.9050,0.1697,1.0215,1.375
20:50:13:020,-0.8332,0.2608,0.9627,1.300
20:50:13:025,-0.7564,0.4141,0.9871,1.311
20:50:13:030,-0.6505,0.6031,1.0467,1.372
20:50:13:039,-0.4626,0.7705,1.1321,1.445
20:50:13:040,-0.3194,0.9521,1.2196,1.580
20:50:13:053,-0.2594,1.0785,1.2856,1.698
20:50:13:054,-0.1869,1.2597,1.3539,1.859
20:50:13:055,-0.1766,1.5028,1.4915,2.125
20:50:13:058,-0.1934,1.7552,1.7129,2.460
20:50:13:065,-0.2911,2.0047,1.9896,2.839
20:50:13:070,-0.3465,2.3611,2.2980,3.313
20:50:13:074,-0.2482,2.7836,2.5650,3.793
20:50:13:079,0.1157,3.2814,2.7649,4.293
20:50:13:085,0.6238,3.8067,2.8435,4.792
20:50:13:089,1.2124,4.2351,2.7582,5.197
20:50:13:094,1.8158,4.5956,2.5015,5.538
20:50:13:097,2.3230,4.9075,2.1307,5.833
20:50:13:105,2.7206,5.1709,1.6766,6.079
20:50:13:108,3.0862,5.3908,1.1480,6.317
20:50:13:113,3.3325,5.6128,0.7097,6.566
20:50:13:118,3.4844,5.6792,0.2154,6.666
20:50:13:124,3.5641,5.5616,-0.2638,6.611
20:50:13:128,3.5797,5.3799,-0.6470,6.494
20:50:13:133,3.5847,5.0241,-0.9439,6.244
20:50:13:139,3.5796,4.5664,-1.1718,5.919
20:50:13:142,3.3249,4.0045,-1.3456,5.376
20:50:13:155,2.9757,3.3960,-1.4991,4.758
20:50:13:155,2.7104,2.7983,-1.5706,4.200
20:50:13:157,2.4704,2.2210,-1.5456,3.664
20:50:13:162,2.2188,1.6138,-1.4504,3.103
20:50:13:167,1.9638,1.0604,-1.3042,2.585
20:50:13:172,1.7568,0.5391,-1.1307,2.158
20:50:13:175,1.6183,0.0306,-0.9369,1.870
20:50:13:181,1.4734,-0.4340,-0.7535,1.711
20:50:13:187,1.3812,-0.8406,-0.5277,1.701
20:50:13:192,1.3676,-1.2181,-0.2595,1.850
20:50:13:196,1.3651,-1.5115,-0.0037,2.037
20:50:13:201,1.4236,-1.7760,0.0965,2.278
20:50:13:207,1.5171,-1.9615,0.1202,2.483
20:50:13:212,1.5905,-2.1016,0.0147,2.636
20:50:13:216,1.6414,-2.1675,-0.1532,2.723
20:50:13:221,1.7126,-2.2049,-0.3719,2.816
20:50:13:226,1.7703,-2.1873,-0.6514,2.888
20:50:13:231,1.7741,-2.0599,-0.8965,2.863
20:50:13:236,1.8027,-1.8635,-1.0881,2.812
20:50:13:240,1.8443,-1.6220,-1.2311,2.747
20:50:13:258,1.8582,-1.3738,-1.2990,2.651
20:50:13:259,1.8973,-1.1045,-1.3586,2.582
20:50:13:259,1.9449,-0.8261,-1.4357,2.555
20:50:13:260,2.0229,-0.5315,-1.5111,2.580
20:50:13:265,2.1079,-0.2373,-1.5484,2.626
20:50:13:270,2.2484,0.0037,-1.5591,2.736
20:50:13:275,2.3611,0.2180,-1.5049,2.808
20:50:13:279,2.4752,0.3364,-1.4881,2.908
20:50:13:285,2.6078,0.4210,-1.4487,3.013
20:50:13:289,2.7142,0.4385,-1.4009,3.086
20:50:13:295,2.8138,0.4344,-1.3472,3.150
20:50:13:298,2.8902,0.3586,-1.2973,3.188
20:50:13:305,2.9268,0.2064,-1.2562,3.192
20:50:13:309,2.9309,-0.0005,-1.1810,3.160
20:50:13:314,2.9313,-0.1976,-1.1364,3.150
20:50:13:319,2.9019,-0.3491,-1.0483,3.105
20:50:13:325,2.8283,-0.4979,-1.0029,3.042
20:50:13:328,2.7440,-0.5891,-0.9358,2.958
20:50:13:334,2.6011,-0.6299,-0.8448,2.806
20:50:13:338,2.4161,-0.7042,-0.7443,2.624
20:50:13:349,2.2054,-0.7783,-0.6893,2.438
20:50:13:350,1.9497,-0.8212,-0.6081,2.201
20:50:13:353,1.7253,-0.8115,-0.4982,1.971
20:50:13:368,1.5536,-0.7899,-0.4479,1.799
20:50:13:370,1.4056,-0.7635,-0.4069,1.651
20:50:13:370,1.3149,-0.7206,-0.3918,1.550
20:50:13:373,1.2981,-0.6371,-0.3593,1.490
20:50:13:376,1.3744,-0.5227,-0.3932,1.522
20:50:13:382,1.4127,-0.4348,-0.3904,1.529
20:50:13:388,1.4585,-0.3901,-0.4085,1.564
20:50:13:392,1.4306,-0.3837,-0.3732,1.527
20:50:13:397,1.3817,-0.4300,-0.3274,1.484
20:50:13:401,1.3211,-0.4858,-0.2879,1.437
20:50:13:407,1.2701,-0.5393,-0.3049,1.413
20:50:13:411,1.2120,-0.6620,-0.3117,1.416
20:50:13:416,1.1320,-0.8205,-0.2820,1.426
20:50:13:420,1.0803,-0.9454,-0.2687,1.460
20:50:13:426,1.0113,-1.0725,-0.2218,1.491
20:50:13:431,0.9727,-1.1636,-0.1966,1.529
20:50:13:436,0.9216,-1.2736,-0.1836,1.583
20:50:13:441,0.8627,-1.3954,-0.1952,1.652
20:50:13:453,0.8463,-1.4667,-0.2124,1.707
20:50:13:453,0.8199,-1.4996,-0.1997,1.721
20:50:13:456,0.7886,-1.5251,-0.1596,1.724
20:50:13:460,0.7025,-1.4883,-0.0397,1.646
20:50:13:465,0.6310,-1.4084,0.0286,1.544
20:50:13:471,0.5383,-1.3045,0.1122,1.416
20:50:13:475,0.4171,-1.2054,0.1756,1.288
20:50:13:480,0.2360,-1.0825,0.2119,1.128
20:50:13:485,0.0667,-0.9525,0.2264,0.981
20:50:13:489,-0.1106,-0.8370,0.2549,0.882
20:50:13:495,-0.2313,-0.7431,0.2190,0.808
20:50:13:499,-0.2789,-0.6660,0.1714,0.742
20:50:13:505,-0.3323,-0.6058,0.1215,0.702
20:50:13:509,-0.3388,-0.5767,0.1196,0.679
20:50:13:515,-0.3338,-0.5285,0.1633,0.646
20:50:13:519,-0.2840,-0.4947,0.2289,0.615
20:50:13:525,-0.2466,-0.4920,0.2805,0.618
20:50:13:529,-0.2407,-0.4965,0.2704,0.614
20:50:13:535,-0.2135,-0.4746,0.1914,0.554
20:50:13:537,-0.1862,-0.4504,0.0697,0.492
20:50:13:545,-0.2019,-0.4238,-0.0948,0.479
20:50:13:550,-0.2389,-0.3494,-0.2712,0.503
20:50:13:554,-0.2854,-0.2486,-0.4121,0.560
20:50:13:560,-0.3222,-0.1527,-0.5440,0.650
20:50:13:564,-0.3687,-0.0568,-0.6456,0.746
20:50:13:568,-0.3961,0.0583,-0.6980,0.805
20:50:13:573,-0.3588,0.1543,-0.7133,0.813
20:50:13:577,-0.3165,0.2359,-0.6506,0.761
20:50:13:584,-0.2829,0.3414,-0.6412,0.780
20:50:13:588,-0.2123,0.4109,-0.6706,0.815
20:50:13:593,-0.2024,0.4875,-0.6883,0.867
20:50:13:597,-0.1481,0.5330,-0.6322,0.840
20:50:13:603,-0.1136,0.5187,-0.5669,0.777
20:50:13:608,-0.0820,0.4876,-0.4704,0.682
20:50:13:613,-0.0937,0.4086,-0.3858,0.570
20:50:13:616,-0.2108,0.2675,-0.3365,0.479
20:50:13:623,-0.3931,0.1504,-0.3156,0.526
20:50:13:627,-0.5596,0.0357,-0.3136,0.642
20:50:13:632,-0.7059,-0.0669,-0.3783,0.804
20:50:13:637,-0.8345,-0.1408,-0.3782,0.927
20:50:13:643,-0.9148,-0.1979,-0.3396,0.996
20:50:13:662,-0.9347,-0.2214,-0.2795,1.000
20:50:13:663,-0.9637,-0.2115,-0.2360,1.015
20:50:13:663,-1.0138,-0.2304,-0.1684,1.053
20:50:13:664,-1.0708,-0.2731,-0.1294,1.113
20:50:13:666,-1.0845,-0.3541,-0.1189,1.147
20:50:13:671,-1.0957,-0.4206,-0.0844,1.177
20:50:13:676,-1.1616,-0.4966,-0.0785,1.266
20:50:13:681,-1.1700,-0.5343,-0.0608,1.288
20:50:13:686,-1.2071,-0.5552,-0.0288,1.329
20:50:13:690,-1.2273,-0.5593,-0.0042,1.349
20:50:13:696,-1.2739,-0.5635,0.0417,1.394
20:50:13:699,-1.2726,-0.5556,0.0562,1.390
20:50:13:705,-1.2831,-0.5644,0.0632,1.403
20:50:13:710,-1.3032,-0.5971,0.0864,1.436
20:50:13:715,-1.3278,-0.6202,0.1019,1.469
20:50:13:720,-1.2997,-0.6575,0.1024,1.460
20:50:13:725,-1.2926,-0.6780,0.1210,1.465
20:50:13:730,-1.3279,-0.7486,0.1483,1.532
20:50:13:735,-1.3672,-0.7640,0.1939,1.578
20:50:13:740,-1.3845,-0.7866,0.2290,1.609
20:50:13:745,-1.4465,-0.7828,0.2558,1.664
20:50:13:762,-1.4912,-0.7765,0.2888,1.706
20:50:13:763,-1.5641,-0.7845,0.3016,1.776
20:50:13:763,-1.6681,-0.8043,0.2752,1.872
20:50:13:765,-1.7866,-0.7906,0.2863,1.975
20:50:13:769,-1.8652,-0.7504,0.2319,2.024
20:50:13:774,-1.9139,-0.6361,0.1603,2.023
20:50:13:777,-1.7819,-0.3976,0.1433,1.831
20:50:13:784,-1.5695,-0.1521,0.1237,1.582
20:50:13:788,-1.4222,0.0238,0.1374,1.429
20:50:13:793,-1.3161,0.1875,0.1724,1.341
20:50:13:799,-1.2174,0.3869,0.1813,1.290
20:50:13:805,-1.1642,0.5478,0.1520,1.296
20:50:13:807,-1.1108,0.6703,0.1567,1.307
20:50:13:813,-1.0837,0.7567,0.1616,1.332
20:50:13:816,-1.0467,0.8358,0.1623,1.349
20:50:13:821,-1.0260,0.8191,0.1828,1.326
20:50:13:828,-1.0051,0.8239,0.1726,1.311
20:50:13:832,-1.0005,0.8048,0.1579,1.294
20:50:13:837,-1.0027,0.7833,0.1412,1.280
20:50:13:844,-1.0214,0.7427,0.1005,1.267
20:50:13:847,-0.9822,0.7499,0.1098,1.241
20:50:13:864,-0.9808,0.8026,0.1091,1.272
20:50:13:864,-0.9530,0.8841,0.0932,1.303
20:50:13:865,-0.9731,0.9608,0.0975,1.371
20:50:13:867,-1.0274,1.1452,0.0831,1.541
20:50:13:871,-1.0085,1.4731,0.0446,1.786
20:50:13:877,-0.9745,1.8967,-0.0280,2.133
20:50:13:881,-0.9929,2.3944,-0.0895,2.594
20:50:13:886,-0.9568,2.9971,-0.1448,3.149
20:50:13:891,-0.9096,3.5925,-0.1961,3.711
20:50:13:896,-0.8827,4.0874,-0.1784,4.185
20:50:13:900,-0.8307,4.5821,-0.0407,4.657
20:50:13:906,-0.7321,5.0790,0.1748,5.134
20:50:13:911,-0.6295,5.4321,0.5292,5.494
20:50:13:916,-0.5034,5.8658,0.9148,5.958
20:50:13:920,-0.3627,6.1050,1.2807,6.248
20:50:13:925,-0.2120,6.2739,1.5686,6.470
20:50:13:930,-0.1130,6.3484,1.7202,6.578
20:50:13:935,0.0494,6.2831,1.7125,6.513
20:50:13:939,0.2420,6.0734,1.6703,6.304
20:50:13:945,0.4873,5.6930,1.4857,5.904
20:50:13:963,0.7502,5.0971,1.2272,5.296
20:50:13:966,1.0530,4.3552,0.8913,4.568
20:50:13:967,1.3492,3.6063,0.6321,3.902
20:50:13:968,1.6923,2.8434,0.3024,3.323
20:50:13:969,1.9996,2.1193,-0.1138,2.916
20:50:13:976,2.2430,1.4556,-0.4844,2.717
20:50:13:978,2.4110,0.8572,-0.8494,2.696
20:50:13:985,2.5230,0.2142,-1.1196,2.769
20:50:13:989,2.5912,-0.2986,-1.3057,2.917
20:50:13:994,2.6375,-0.7484,-1.4376,3.096
20:50:13:999,2.6067,-1.1423,-1.4612,3.199
20:50:14:005,2.5566,-1.4658,-1.3534,3.243
20:50:14:008,2.4581,-1.7311,-1.2127,3.242
20:50:14:012,2.3758,-1.8399,-0.9962,3.166
20:50:14:017,2.2568,-1.8856,-0.7805,3.043
20:50:14:026,2.1250,-1.8324,-0.5344,2.856
20:50:14:028,1.9892,-1.7663,-0.3169,2.679
20:50:14:033,1.8131,-1.6298,-0.0795,2.439
20:50:14:038,1.6342,-1.4588,0.1860,2.199
20:50:14:043,1.4061,-1.2367,0.4782,1.933
20:50:14:048,1.1565,-1.0998,0.7267,1.754
20:50:14:054,0.9180,-0.9428,0.8972,1.593
20:50:14:056,0.6801,-0.7852,1.1320,1.536
20:50:14:070,0.4803,-0.6056,1.3058,1.517
20:50:14:071,0.2479,-0.4856,1.3934,1.496
20:50:14:071,0.0392,-0.3847,1.4558,1.506
20:50:14:077,-0.1586,-0.3320,1.4894,1.534
20:50:14:082,-0.2868,-0.2656,1.4328,1.485
20:50:14:087,-0.4154,-0.2216,1.3416,1.422
20:50:14:092,-0.5022,-0.2456,1.2355,1.356
20:50:14:095,-0.5336,-0.3163,1.0594,1.228
20:50:14:101,-0.4980,-0.4145,0.8108,1.038
20:50:14:107,-0.3789,-0.5117,0.5590,0.847
20:50:14:111,-0.1928,-0.6342,0.3514,0.750
20:50:14:116,0.0536,-0.7243,0.1945,0.752
20:50:14:121,0.3512,-0.8515,0.0781,0.924
20:50:14:126,0.7987,-0.9771,-0.0150,1.262
20:50:14:131,1.2581,-1.0439,-0.0684,1.636
20:50:14:135,1.6253,-1.1591,-0.1017,1.999
20:50:14:140,1.9729,-1.2486,-0.1585,2.340
20:50:14:146,2.2515,-1.3336,-0.2893,2.633
20:50:14:149,2.5073,-1.4212,-0.4420,2.916
20:50:14:158,2.7103,-1.4228,-0.5763,3.115
20:50:14:160,2.8970,-1.4341,-0.7191,3.312
20:50:14:165,3.0225,-1.4355,-0.9310,3.473
20:50:14:171,3.0946,-1.4080,-1.0740,3.565
20:50:14:176,3.1302,-1.4494,-1.1488,3.636
20:50:14:179,3.1391,-1.4759,-1.2656,3.692
20:50:14:185,3.1308,-1.4732,-1.3317,3.708
20:50:14:189,3.0408,-1.4222,-1.4265,3.647
20:50:14:194,2.7541,-1.4041,-1.5453,3.456
20:50:14:200,2.4425,-1.3879,-1.6167,3.241
20:50:14:205,2.2417,-1.4166,-1.6193,3.107
20:50:14:209,2.0634,-1.4734,-1.5459,2.970
20:50:14:214,1.9097,-1.5249,-1.4180,2.825
20:50:14:218,1.8001,-1.5664,-1.2711,2.704
20:50:14:227,1.6387,-1.5669,-1.0739,2.509
20:50:14:228,1.4591,-1.5551,-0.8616,2.300
20:50:14:234,1.2969,-1.5264,-0.6673,2.111
20:50:14:239,1.0583,-1.5311,-0.4955,1.926
20:50:14:246,0.8916,-1.5214,-0.3003,1.789
20:50:14:248,0.7196,-1.5047,-0.1244,1.673
20:50:14:266,0.5253,-1.4880,0.0375,1.578
20:50:14:267,0.3563,-1.4740,0.2335,1.534
20:50:14:267,0.2026,-1.4340,0.3755,1.496
20:50:14:268,0.0928,-1.3489,0.5424,1.457
20:50:14:273,-0.0116,-1.3359,0.7154,1.516
20:50:14:277,-0.0818,-1.2732,0.9065,1.565
20:50:14:282,-0.0558,-1.1440,1.0537,1.556
20:50:14:288,0.0022,-1.0272,1.1643,1.553
20:50:14:292,0.0495,-0.9539,1.2383,1.564
20:50:14:296,0.1152,-0.9097,1.2662,1.563
20:50:14:301,0.2020,-0.8991,1.2117,1.522
20:50:14:307,0.2507,-0.8720,1.0769,1.408
20:50:14:312,0.2757,-0.8663,0.8926,1.274
20:50:14:317,0.2988,-0.7889,0.6845,1.086
20:50:14:321,0.2984,-0.7521,0.4426,0.922
20:50:14:328,0.2867,-0.6674,0.2239,0.760
20:50:14:331,0.3064,-0.6279,0.0209,0.699
20:50:14:337,0.2762,-0.6002,-0.1233,0.672
20:50:14:341,0.2270,-0.5652,-0.2183,0.647
20:50:14:346,0.1895,-0.5206,-0.3336,0.647
20:50:14:367,0.1444,-0.4998,-0.5026,0.723
20:50:14:368,0.0864,-0.5123,-0.6564,0.837
20:50:14:368,0.0586,-0.4744,-0.8022,0.934
20:50:14:369,0.0345,-0.4149,-0.8996,0.991
20:50:14:370,0.0525,-0.3793,-0.9651,1.038
20:50:14:375,0.0358,-0.3794,-0.9870,1.058
20:50:14:379,0.0469,-0.4342,-1.0156,1.106
20:50:14:385,0.0979,-0.4314,-0.9889,1.083
20:50:14:390,0.0959,-0.4356,-0.9329,1.034
20:50:14:395,0.0984,-0.4970,-0.8310,0.973
20:50:14:400,0.2062,-0.5413,-0.7617,0.957
20:50:14:405,0.2592,-0.5591,-0.6579,0.901
20:50:14:409,0.2936,-0.6174,-0.4666,0.828
20:50:14:415,0.2929,-0.7304,-0.2691,0.832
20:50:14:418,0.2453,-0.8192,-0.1129,0.863
20:50:14:425,0.1793,-0.9533,0.0216,0.970
20:50:14:429,0.1165,-1.0656,0.0912,1.076
20:50:14:434,0.0278,-1.1873,0.1439,1.196
20:50:14:439,-0.0869,-1.2419,0.1846,1.259
20:50:14:447,-0.2135,-1.2988,0.2157,1.334
20:50:14:449,-0.2925,-1.3103,0.2708,1.370
20:50:14:463,-0.3647,-1.3050,0.3645,1.403
20:50:14:464,-0.3870,-1.2952,0.5019,1.442
20:50:14:464,-0.3808,-1.2305,0.6569,1.446
20:50:14:468,-0.3411,-1.1373,0.6911,1.374
20:50:14:473,-0.3202,-1.0493,0.7721,1.342
20:50:14:478,-0.2919,-0.9208,0.7780,1.240
20:50:14:484,-0.2510,-0.7880,0.7780,1.135
20:50:14:489,-0.2333,-0.7438,0.7696,1.095
20:50:14:494,-0.2531,-0.7308,0.7763,1.096
20:50:14:497,-0.2815,-0.7227,0.7884,1.106
20:50:14:503,-0.2897,-0.7217,0.7747,1.098
20:50:14:507,-0.3087,-0.7232,0.7374,1.078
20:50:14:512,-0.3599,-0.6959,0.6118,0.994
20:50:14:517,-0.3907,-0.6972,0.5390,0.964
20:50:14:523,-0.4467,-0.7248,0.4661,0.971
