time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
21:06:12:986,-0.2018,-0.3303,-0.1758,0.425
21:06:12:990,-0.2102,-0.3541,-0.1026,0.424
21:06:12:994,-0.2115,-0.3947,0.0090,0.448
21:06:13:001,-0.2175,-0.4353,0.1113,0.499
21:06:13:005,-0.2426,-0.5260,0.1804,0.607
21:06:13:010,-0.2461,-0.5712,0.1732,0.646
21:06:13:015,-0.2733,-0.6498,0.1565,0.722
21:06:13:020,-0.3002,-0.7140,0.0941,0.780
21:06:13:025,-0.3222,-0.7637,0.0503,0.830
21:06:13:030,-0.3440,-0.8037,0.0345,0.875
21:06:13:035,-0.3538,-0.8317,0.0037,0.904
21:06:13:040,-0.3208,-0.8859,0.0009,0.942
21:06:13:045,-0.2974,-0.9280,-0.0049,0.975
21:06:13:049,-0.2886,-0.9533,-0.0114,0.996
21:06:13:055,-0.2777,-0.9666,-0.0018,1.006
21:06:13:058,-0.3030,-0.9439,-0.0121,0.991
21:06:13:064,-0.3023,-0.9021,-0.0208,0.952
21:06:13:073,-0.2757,-0.8484,-0.0133,0.892
21:06:13:074,-0.2686,-0.7588,0.0102,0.805
21:06:13:079,-0.2644,-0.7385,0.0116,0.785
21:06:13:084,-0.2700,-0.6657,0.0340,0.719
21:06:13:088,-0.2519,-0.5810,0.0749,0.638
21:06:13:093,-0.2437,-0.4796,0.1275,0.553
21:06:13:097,-0.2477,-0.4046,0.1896,0.511
21:06:13:103,-0.2207,-0.3775,0.2325,0.495
21:06:13:108,-0.1840,-0.3337,0.2589,0.461
21:06:13:113,-0.1686,-0.2924,0.2951,0.448
21:06:13:118,-0.1504,-0.2799,0.3174,0.449
21:06:13:123,-0.1507,-0.2698,0.3113,0.439
21:06:13:128,-0.1265,-0.2455,0.2866,0.398
21:06:13:133,-0.1423,-0.2379,0.2671,0.385
21:06:13:136,-0.1789,-0.2281,0.2409,0.377
21:06:13:142,-0.2293,-0.2637,0.2295,0.418
21:06:13:149,-0.2842,-0.2945,0.2258,0.467
21:06:13:152,-0.3269,-0.3014,0.2083,0.491
21:06:13:157,-0.2978,-0.3131,0.1842,0.470
21:06:13:162,-0.3093,-0.3176,0.1414,0.465
21:06:13:168,-0.2825,-0.2553,0.1132,0.397
21:06:13:172,-0.2771,-0.2552,0.0805,0.385
21:06:13:175,-0.2668,-0.2336,0.0911,0.366
21:06:13:190,-0.2302,-0.2072,0.1115,0.329
21:06:13:191,-0.1958,-0.1714,0.1105,0.283
21:06:13:191,-0.1230,-0.1045,0.1075,0.194
21:06:13:196,-0.0261,-0.0330,0.0424,0.060
21:06:13:202,0.0949,0.0720,-0.0059,0.119
21:06:13:206,0.1685,0.1959,-0.0973,0.276
21:06:13:211,0.2644,0.3602,-0.1718,0.479
21:06:13:216,0.3467,0.4091,-0.2209,0.580
21:06:13:222,0.4249,0.4860,-0.2195,0.682
21:06:13:224,0.4563,0.5338,-0.2224,0.737
21:06:13:231,0.4842,0.5598,-0.1892,0.764
21:06:13:235,0.4513,0.5261,-0.1460,0.708
21:06:13:241,0.4078,0.5663,-0.0857,0.703
21:06:13:245,0.3389,0.5728,-0.0133,0.666
21:06:13:250,0.2679,0.5627,0.0620,0.626
21:06:13:255,0.1583,0.5526,0.1731,0.600
21:06:13:258,0.0666,0.6209,0.2559,0.675
21:06:13:265,0.1152,0.7859,0.3127,0.854
21:06:13:280,0.3954,1.1441,0.3270,1.254
21:06:13:281,1.0743,1.6060,0.2780,1.952
21:06:13:281,1.5369,1.9740,0.1565,2.507
21:06:13:284,1.7140,2.1846,-0.1346,2.780
21:06:13:290,1.7989,2.3701,-0.5438,3.025
21:06:13:294,1.9491,2.6079,-0.9682,3.397
21:06:13:298,2.0982,2.8242,-1.3055,3.753
21:06:13:304,2.2945,2.9829,-1.4365,4.028
21:06:13:309,2.4381,3.0626,-1.3921,4.155
21:06:13:313,2.5755,3.1088,-1.2341,4.222
21:06:13:318,2.6955,3.0881,-1.1366,4.254
21:06:13:324,2.6934,3.0004,-0.8760,4.126
21:06:13:328,2.6704,2.8266,-0.3129,3.901
21:06:13:333,2.4564,2.5358,-0.0347,3.531
21:06:13:337,1.8401,2.0253,0.0664,2.737
21:06:13:342,1.1768,1.4723,0.1272,1.889
21:06:13:350,0.7691,0.9773,0.2552,1.270
21:06:13:353,0.5633,0.5736,0.4747,0.934
21:06:13:359,0.5112,0.2827,0.6828,0.899
21:06:13:365,0.5649,0.0566,0.7241,0.920
21:06:13:382,0.7125,-0.0808,0.5433,0.900
21:06:13:383,0.9014,-0.2060,0.1325,0.934
21:06:13:384,1.0578,-0.3095,-0.3561,1.158
21:06:13:385,1.2894,-0.4653,-0.7701,1.572
21:06:13:387,1.5562,-0.6399,-1.0744,1.996
21:06:13:392,1.8108,-0.8452,-1.2648,2.365
21:06:13:397,1.9821,-1.0526,-1.3633,2.626
21:06:13:402,2.0847,-1.2070,-1.4256,2.799
21:06:13:406,2.1384,-1.3492,-1.4377,2.909
21:06:13:411,2.1122,-1.4840,-1.4048,2.939
21:06:13:416,1.9180,-1.5637,-1.2790,2.786
21:06:13:421,1.5623,-1.6193,-1.1340,2.520
21:06:13:427,1.2407,-1.6150,-0.9696,2.256
21:06:13:431,0.9624,-1.6633,-0.8048,2.083
21:06:13:436,0.7603,-1.6589,-0.6297,1.930
21:06:13:443,0.7011,-1.5637,-0.4486,1.771
21:06:13:446,0.7610,-1.4041,-0.3497,1.635
21:06:13:454,0.8036,-1.1969,-0.3567,1.485
21:06:13:456,0.7786,-0.9684,-0.4381,1.318
21:06:13:462,0.7671,-0.7210,-0.5744,1.199
21:06:13:465,0.8024,-0.4428,-0.7012,1.154
21:06:13:473,0.8580,-0.1626,-0.7874,1.176
21:06:13:475,0.9289,0.0408,-0.8210,1.240
21:06:13:491,0.9626,0.2368,-0.8138,1.283
21:06:13:492,0.9711,0.3968,-0.8138,1.328
21:06:13:492,1.0429,0.5423,-0.7873,1.415
21:06:13:494,1.1999,0.6374,-0.7511,1.553
21:06:13:498,1.3589,0.7683,-0.7053,1.713
21:06:13:503,1.4486,0.8776,-0.6500,1.814
21:06:13:509,1.4335,0.9651,-0.6211,1.836
21:06:13:514,1.3759,1.0024,-0.5972,1.804
21:06:13:520,1.3908,0.9608,-0.5591,1.780
21:06:13:524,1.2173,0.9503,-0.4900,1.620
21:06:13:529,1.0609,0.9541,-0.4232,1.488
21:06:13:534,0.9021,0.8958,-0.3921,1.330
21:06:13:537,0.7766,0.7803,-0.3605,1.158
21:06:13:544,0.6746,0.6960,-0.3424,1.028
21:06:13:549,0.6320,0.6143,-0.2828,0.926
21:06:13:554,0.6034,0.5470,-0.2842,0.863
21:06:13:560,0.6318,0.4536,-0.2990,0.833
21:06:13:566,0.6720,0.3866,-0.3821,0.864
21:06:13:569,0.6451,0.3341,-0.4356,0.847
21:06:13:585,0.6850,0.2363,-0.5005,0.881
21:06:13:585,0.6746,0.1124,-0.5313,0.866
21:06:13:586,0.6761,0.0484,-0.5164,0.852
21:06:13:588,0.6585,-0.0800,-0.5158,0.840
21:06:13:593,0.6194,-0.1820,-0.5536,0.850
21:06:13:597,0.5996,-0.2694,-0.5679,0.869
21:06:13:601,0.5465,-0.3352,-0.5661,0.855
21:06:13:607,0.5009,-0.4297,-0.5198,0.840
21:06:13:613,0.4053,-0.4953,-0.4555,0.786
21:06:13:616,0.3267,-0.5681,-0.3636,0.749
21:06:13:622,0.2410,-0.6742,-0.2895,0.772
21:06:13:627,0.1243,-0.7754,-0.2018,0.811
21:06:13:631,0.0264,-0.8645,-0.1338,0.875
21:06:13:636,-0.0457,-0.9344,-0.1189,0.943
21:06:13:643,-0.0945,-1.0017,-0.1235,1.014
21:06:13:646,-0.1179,-1.0594,-0.1331,1.074
21:06:13:651,-0.1108,-1.0810,-0.1718,1.100
21:06:13:656,-0.1046,-1.0787,-0.2012,1.102
21:06:13:662,-0.1087,-1.0381,-0.2095,1.065
21:06:13:667,-0.1041,-1.0286,-0.2061,1.054
21:06:13:683,-0.1194,-0.9736,-0.1909,0.999
21:06:13:683,-0.1403,-0.8804,-0.1951,0.913
21:06:13:684,-0.1426,-0.8517,-0.1946,0.885
21:06:13:685,-0.1047,-0.7848,-0.2088,0.819
21:06:13:690,-0.1602,-0.7060,-0.2353,0.761
21:06:13:695,-0.2278,-0.6082,-0.2456,0.694
21:06:13:699,-0.3314,-0.5654,-0.2519,0.702
21:06:13:705,-0.4161,-0.5394,-0.2540,0.727
21:06:13:710,-0.5155,-0.5254,-0.2281,0.771
21:06:13:715,-0.5939,-0.4610,-0.1908,0.776
21:06:13:720,-0.6655,-0.4254,-0.1755,0.809
21:06:13:724,-0.6659,-0.3253,-0.1629,0.759
21:06:13:729,-0.6670,-0.2443,-0.1338,0.723
21:06:13:734,-0.6708,-0.1561,-0.1502,0.705
21:06:13:738,-0.6367,-0.0680,-0.1834,0.666
21:06:13:748,-0.6601,0.0057,-0.2358,0.701
21:06:13:749,-0.5925,0.0793,-0.2955,0.667
21:06:13:757,-0.5654,0.1696,-0.3577,0.690
21:06:13:758,-0.5617,0.2143,-0.4105,0.728
21:06:13:767,-0.5740,0.2303,-0.4036,0.739
21:06:13:768,-0.5088,0.2080,-0.4205,0.692
21:06:13:784,-0.5623,0.1856,-0.3777,0.702
21:06:13:785,-0.6171,0.1441,-0.3155,0.708
21:06:13:785,-0.7071,0.0668,-0.2913,0.768
21:06:13:789,-0.7988,0.0111,-0.2689,0.843
21:06:13:795,-0.8949,-0.0923,-0.2819,0.943
21:06:13:797,-0.9836,-0.1693,-0.3180,1.048
21:06:13:803,-1.0459,-0.2748,-0.3535,1.138
21:06:13:807,-1.1106,-0.3491,-0.3908,1.228
21:06:13:813,-1.1323,-0.4064,-0.3990,1.267
21:06:13:816,-1.1804,-0.4900,-0.3925,1.337
21:06:13:823,-1.2381,-0.5327,-0.3690,1.397
21:06:13:827,-1.2816,-0.5849,-0.3428,1.450
21:06:13:832,-1.3133,-0.6513,-0.3283,1.502
21:06:13:837,-1.3377,-0.6650,-0.2946,1.523
21:06:13:842,-1.3692,-0.6691,-0.2659,1.547
21:06:13:847,-1.3764,-0.6518,-0.2307,1.540
21:06:13:852,-1.4163,-0.6752,-0.1675,1.578
21:06:13:856,-1.4507,-0.6843,-0.0906,1.607
21:06:13:864,-1.5178,-0.6864,0.0167,1.666
21:06:13:867,-1.5836,-0.6790,0.1450,1.729
21:06:13:878,-1.6747,-0.6335,0.2492,1.808
21:06:13:879,-1.7504,-0.6360,0.3678,1.898
21:06:13:890,-1.8249,-0.6601,0.4509,1.992
21:06:13:891,-1.8864,-0.6293,0.5654,2.067
21:06:13:892,-1.9303,-0.6798,0.5538,2.120
21:06:13:895,-1.9880,-0.7973,0.5549,2.213
21:06:13:901,-2.0282,-0.7832,0.6116,2.259
21:06:13:905,-2.0512,-0.7882,0.5251,2.259
21:06:13:910,-2.0449,-0.7695,0.4601,2.233
21:06:13:915,-1.9876,-0.6959,0.4690,2.157
21:06:13:920,-1.9053,-0.6728,0.4368,2.067
21:06:13:925,-1.8125,-0.6188,0.4850,1.976
21:06:13:930,-1.7282,-0.5365,0.6159,1.911
21:06:13:935,-1.6787,-0.4640,0.7070,1.880
21:06:13:938,-1.5997,-0.3679,0.7754,1.815
21:06:13:944,-1.5582,-0.2983,0.8905,1.819
21:06:13:950,-1.4898,-0.2481,0.9595,1.789
21:06:13:954,-1.3683,-0.1216,1.0064,1.703
21:06:13:959,-1.2010,0.0860,1.0481,1.596
21:06:13:968,-1.0523,0.3170,1.1656,1.602
21:06:13:969,-0.8216,0.6145,1.2926,1.650
21:06:13:988,-0.6088,0.8303,1.2856,1.647
21:06:13:988,-0.3873,1.0407,1.3339,1.736
21:06:13:989,-0.1736,1.1073,1.2987,1.715
21:06:13:989,-0.0965,1.1042,1.0479,1.525
21:06:13:994,0.2107,1.0672,0.5667,1.227
21:06:13:998,0.5814,1.0869,-0.1246,1.239
21:06:14:003,0.8461,1.2087,-0.8103,1.683
21:06:14:008,0.9641,1.4109,-1.4011,2.210
21:06:14:014,0.9749,1.6839,-1.8054,2.654
21:06:14:017,0.8984,1.9038,-1.9665,2.881
21:06:14:023,0.8021,2.1186,-1.9323,2.978
21:06:14:028,0.6481,2.3407,-1.7887,3.016
21:06:14:033,0.4706,2.5967,-1.6759,3.126
21:06:14:040,0.3348,2.9870,-1.5950,3.403
21:06:14:041,0.1318,3.4019,-1.3551,3.664
21:06:14:048,0.0474,3.8630,-1.1098,4.020
21:06:14:052,0.1072,4.2770,-0.9406,4.381
21:06:14:055,0.2995,4.7325,-0.7303,4.798
21:06:14:061,0.6783,5.3438,-0.4206,5.403
21:06:14:069,1.0897,5.8833,-0.1386,5.985
21:06:14:071,1.6217,6.2745,0.1745,6.483
21:06:14:087,2.2048,6.5194,0.4317,6.896
21:06:14:087,2.8101,6.4794,0.3512,7.071
21:06:14:088,3.2578,6.1807,0.1139,6.988
21:06:14:090,3.4873,5.6474,-0.2742,6.643
21:06:14:095,3.5042,4.9396,-0.7742,6.106
21:06:14:102,3.3831,4.1578,-1.2878,5.513
21:06:14:106,3.1715,3.3883,-1.7242,4.951
21:06:14:111,2.9935,2.6454,-2.0855,4.507
21:06:14:115,2.8247,2.0584,-2.3495,4.211
21:06:14:122,2.6768,1.5170,-2.5323,3.985
21:06:14:125,2.5686,1.0524,-2.5804,3.790
21:06:14:131,2.5024,0.6550,-2.4854,3.587
21:06:14:135,2.5119,0.3222,-2.1693,3.335
21:06:14:140,2.4608,0.0635,-1.6609,2.970
21:06:14:145,2.3395,-0.1833,-1.0558,2.573
21:06:14:150,2.1455,-0.3990,-0.4156,2.221
21:06:14:155,1.9478,-0.6266,0.2295,2.059
21:06:14:160,1.7224,-0.9018,0.9671,2.171
21:06:14:169,1.5165,-1.1864,2.1168,2.861
21:06:14:170,1.1074,-1.4468,2.8532,3.385
21:06:14:186,0.6159,-1.7355,3.2208,3.710
21:06:14:186,-0.0675,-1.9303,3.3905,3.902
21:06:14:187,-0.7391,-2.1126,3.3277,4.010
21:06:14:189,-1.4032,-2.3349,3.0356,4.079
21:06:14:194,-1.6421,-2.5277,2.5904,3.974
21:06:14:199,-1.4058,-2.6744,2.1463,3.706
21:06:14:204,-0.9997,-2.7537,1.6233,3.349
21:06:14:208,-0.4729,-2.7633,1.0583,2.997
21:06:14:214,0.0275,-2.6843,0.4409,2.720
21:06:14:218,0.4594,-2.6889,-0.1528,2.732
21:06:14:222,0.8284,-2.7221,-0.6805,2.926
21:06:14:227,1.1755,-2.7313,-1.1262,3.180
21:06:14:233,1.4366,-2.6830,-1.4809,3.385
21:06:14:238,1.6048,-2.5894,-1.6735,3.476
21:06:14:243,1.7399,-2.4838,-1.8311,3.543
21:06:14:248,1.8730,-2.3806,-1.9229,3.588
21:06:14:253,1.9347,-2.2488,-1.9271,3.538
21:06:14:256,1.9106,-2.1505,-1.8408,3.415
21:06:14:263,1.8815,-2.0450,-1.6298,3.222
21:06:14:278,1.8998,-1.8964,-1.3506,3.005
21:06:14:279,1.8863,-1.7623,-1.0693,2.794
21:06:14:279,1.8383,-1.6545,-0.7254,2.577
21:06:14:282,1.7919,-1.5373,-0.3758,2.391
21:06:14:287,1.7375,-1.4250,-0.0436,2.248
21:06:14:292,1.6245,-1.2267,0.1802,2.044
21:06:14:295,1.4769,-1.1219,0.3082,1.880
21:06:14:301,1.3470,-1.0603,0.3450,1.749
21:06:14:307,1.1390,-1.0537,0.3883,1.599
21:06:14:312,1.0157,-0.9586,0.3567,1.441
21:06:14:317,0.8960,-0.9090,0.2189,1.295
21:06:14:326,0.8566,-0.8762,0.0940,1.229
21:06:14:327,0.8282,-0.8218,0.0604,1.168
21:06:14:331,0.8157,-0.7937,0.0749,1.141
21:06:14:336,0.8337,-0.7657,0.0682,1.134
21:06:14:342,0.9135,-0.6899,0.0304,1.145
21:06:14:346,0.9572,-0.5902,-0.0098,1.125
21:06:14:351,1.0105,-0.4715,-0.0695,1.117
21:06:14:355,1.0137,-0.3434,-0.1008,1.075
21:06:14:361,1.0410,-0.2321,-0.1108,1.072
21:06:14:369,1.0420,-0.1401,-0.1115,1.057
21:06:14:370,1.0502,-0.0602,-0.0548,1.053
21:06:14:383,1.0892,0.0412,0.0381,1.091
21:06:14:384,1.1283,0.2021,0.1384,1.155
21:06:14:385,1.1413,0.4106,0.2270,1.234
21:06:14:392,1.1356,0.5806,0.3494,1.322
21:06:14:396,1.1834,0.7168,0.4457,1.454
21:06:14:399,1.1798,0.8073,0.5016,1.515
21:06:14:404,1.1325,0.8139,0.5623,1.504
21:06:14:409,1.0534,0.7558,0.6135,1.434
21:06:14:414,0.9211,0.6594,0.7198,1.342
21:06:14:419,0.7114,0.4794,0.8691,1.221
21:06:14:424,0.5459,0.1920,1.0328,1.184
21:06:14:428,0.4049,-0.0091,1.1442,1.214
21:06:14:433,0.3122,-0.1192,1.1821,1.228
21:06:14:438,0.2649,-0.2698,1.1131,1.176
21:06:14:444,0.2867,-0.3462,0.9326,1.035
21:06:14:448,0.3990,-0.3770,0.6786,0.873
21:06:14:453,0.4369,-0.3959,0.4085,0.717
21:06:14:458,0.4484,-0.3885,0.1888,0.623
21:06:14:462,0.5412,-0.3763,0.0097,0.659
21:06:14:476,0.6029,-0.3832,-0.2269,0.750
21:06:14:477,0.6625,-0.3542,-0.4038,0.853
21:06:14:477,0.6790,-0.3587,-0.5501,0.945
21:06:14:483,0.6455,-0.2842,-0.6250,0.942
21:06:14:487,0.6074,-0.1979,-0.6762,0.930
21:06:14:491,0.5981,-0.1452,-0.8019,1.011
21:06:14:496,0.5508,-0.0494,-0.8058,0.977
21:06:14:503,0.5012,-0.0566,-0.6975,0.861
21:06:14:507,0.4185,-0.0542,-0.5415,0.687
21:06:14:512,0.3385,-0.0446,-0.4525,0.567
21:06:14:517,0.2732,-0.0255,-0.3537,0.448
21:06:14:522,0.2321,-0.0519,-0.1567,0.285
21:06:14:526,0.0910,-0.0425,0.0816,0.129
21:06:14:531,0.0410,-0.0763,0.2490,0.264
21:06:14:535,-0.0301,-0.1554,0.3525,0.386
21:06:14:542,-0.0317,-0.2011,0.4185,0.465
21:06:14:546,-0.0763,-0.1775,0.4373,0.478
21:06:14:551,-0.0895,-0.2042,0.4469,0.499
21:06:14:556,-0.0855,-0.2022,0.4879,0.535
21:06:14:562,-0.0477,-0.1954,0.5196,0.557
21:06:14:566,-0.0526,-0.1959,0.5443,0.581
21:06:14:571,-0.0981,-0.2394,0.6267,0.678
21:06:14:587,-0.0740,-0.2948,0.6665,0.732
21:06:14:588,-0.0401,-0.3120,0.6468,0.719
21:06:14:588,-0.0563,-0.3244,0.5917,0.677
21:06:14:590,-0.0987,-0.2985,0.4913,0.583
21:06:14:595,-0.0863,-0.2894,0.3768,0.483
21:06:14:599,-0.0933,-0.2253,0.3006,0.387
21:06:14:604,-0.0791,-0.1923,0.1933,0.284
21:06:14:609,-0.0460,-0.1641,0.0739,0.186
21:06:14:615,-0.0037,-0.1502,0.0044,0.150
21:06:14:619,0.0356,-0.1386,-0.0964,0.173
21:06:14:624,0.0553,-0.0936,-0.1280,0.168
21:06:14:629,0.0696,-0.0820,-0.1502,0.185
21:06:14:634,0.1337,-0.1206,-0.1104,0.211
21:06:14:639,0.1256,-0.2093,-0.0061,0.244
21:06:14:643,0.1267,-0.2501,0.0410,0.283
21:06:14:648,0.0942,-0.3386,0.0596,0.356
21:06:14:653,0.0831,-0.4175,0.1094,0.439
21:06:14:657,0.0482,-0.4891,0.1137,0.504
21:06:14:663,0.0179,-0.5558,0.1203,0.569
21:06:14:671,-0.0557,-0.6439,0.1483,0.663
21:06:14:673,-0.1055,-0.7462,0.1497,0.768
21:06:14:687,-0.1580,-0.8101,0.1772,0.844
21:06:14:688,-0.1775,-0.8691,0.1973,0.909
21:06:14:688,-0.2478,-0.9328,0.1910,0.984
21:06:14:694,-0.2612,-0.9701,0.1819,1.021
21:06:14:696,-0.2536,-1.0025,0.1630,1.047
21:06:14:701,-0.2444,-0.9822,0.1558,1.024
21:06:14:707,-0.2645,-0.9451,0.1388,0.991
21:06:14:713,-0.2615,-0.9464,0.1385,0.992
21:06:14:720,-0.2902,-0.9021,0.1120,0.954
21:06:14:721,-0.3246,-0.8723,0.1192,0.938
21:06:14:728,-0.3671,-0.8257,0.1101,0.910
21:06:14:731,-0.4153,-0.8031,0.0775,0.907
21:06:14:737,-0.4259,-0.7830,0.0119,0.891
21:06:14:741,-0.4588,-0.7532,-0.0460,0.883
21:06:14:746,-0.4611,-0.7283,-0.0772,0.865
21:06:14:752,-0.4350,-0.7059,-0.1035,0.836
21:06:14:756,-0.4233,-0.6978,-0.1152,0.824
21:06:14:761,-0.4138,-0.7327,-0.1126,0.849
21:06:14:766,-0.4542,-0.7365,-0.1292,0.875
21:06:14:770,-0.4629,-0.7355,-0.1364,0.880
21:06:14:777,-0.4927,-0.7465,-0.1152,0.902
21:06:14:782,-0.5075,-0.7480,-0.0846,0.908
21:06:14:802,-0.5357,-0.7255,0.0989,0.907
21:06:14:803,-0.5509,-0.7223,0.2611,0.945
21:06:14:803,-0.5554,-0.7001,0.3950,0.977
21:06:14:804,-0.5779,-0.6780,0.4646,1.005
21:06:14:805,-0.5971,-0.6703,0.4747,1.015
21:06:14:809,-0.6368,-0.6556,0.4158,1.004
21:06:14:815,-0.6735,-0.6552,0.3405,0.999
21:06:14:819,-0.6474,-0.6333,0.2319,0.935
21:06:14:825,-0.6448,-0.5805,0.1450,0.880
21:06:14:829,-0.6345,-0.6042,0.0798,0.880
21:06:14:835,-0.5903,-0.6135,0.0554,0.853
21:06:14:839,-0.5003,-0.5990,0.0359,0.781
21:06:14:844,-0.4695,-0.5941,0.0118,0.757
21:06:14:849,-0.4406,-0.6011,0.0167,0.745
21:06:14:853,-0.3991,-0.5915,0.0409,0.715
21:06:14:857,-0.3597,-0.5508,0.0152,0.658
21:06:14:865,-0.3676,-0.4839,-0.0795,0.613
21:06:14:867,-0.3151,-0.4315,-0.1191,0.547
21:06:14:875,-0.3243,-0.3935,-0.1396,0.529
21:06:14:893,-0.3234,-0.3292,-0.1169,0.476
21:06:14:894,-0.3007,-0.2490,-0.1551,0.420
21:06:14:894,-0.2468,-0.1622,-0.1408,0.327
21:06:14:895,-0.2261,-0.0668,-0.1358,0.272
21:06:14:896,-0.1742,0.0825,-0.1447,0.241
21:06:14:904,-0.1221,0.1284,-0.1101,0.209
21:06:14:907,-0.0675,0.1430,-0.0655,0.171
21:06:14:914,-0.0296,0.2240,-0.0088,0.226
21:06:14:920,0.0226,0.2876,0.0934,0.303
21:06:14:922,0.0246,0.3246,0.2478,0.409
21:06:14:927,-0.0002,0.3565,0.3948,0.532
21:06:14:932,-0.0927,0.4189,0.5728,0.716
21:06:14:936,-0.2087,0.5496,0.7440,0.948
21:06:14:940,-0.2964,0.7528,0.8757,1.192
21:06:14:947,-0.1762,1.0207,0.9662,1.416
21:06:14:952,0.2432,1.3645,0.9686,1.691
21:06:14:956,0.7208,1.6011,0.8572,1.954
21:06:14:966,0.9743,1.8072,0.5917,2.137
21:06:14:967,1.1344,2.0496,0.1222,2.346
21:06:14:986,1.2419,2.3018,-0.4452,2.653
21:06:14:987,1.3058,2.4367,-0.9668,2.929
21:06:14:988,1.3556,2.5335,-1.3787,3.187
21:06:14:988,1.4566,2.6135,-1.5404,3.365
21:06:14:989,1.5477,2.6601,-1.5570,3.449
21:06:14:995,1.6825,2.7186,-1.5265,3.543
21:06:15:001,1.7541,2.6838,-1.3863,3.493
21:06:15:005,1.6815,2.5845,-1.1377,3.287
21:06:15:010,1.4810,2.4399,-0.8160,2.969
21:06:15:015,1.1711,2.0922,-0.4559,2.441
21:06:15:020,0.8293,1.7043,-0.1618,1.902
21:06:15:025,0.5981,1.4267,-0.0361,1.547
21:06:15:030,0.5341,1.2307,-0.0040,1.342
21:06:15:034,0.5624,1.0923,0.0428,1.229
21:06:15:040,0.5965,0.9612,-0.0246,1.131
21:06:15:045,0.6888,0.8183,-0.1340,1.078
21:06:15:049,0.8106,0.6564,-0.2950,1.084
21:06:15:054,0.9979,0.4422,-0.4289,1.173
21:06:15:057,1.1696,0.2403,-0.5144,1.300
21:06:15:064,1.3141,0.0386,-0.5756,1.435
21:06:15:069,1.4390,-0.1866,-0.6271,1.581
21:06:15:074,1.5303,-0.4401,-0.6907,1.736
21:06:15:090,1.6098,-0.6764,-0.7836,1.914
21:06:15:091,1.6585,-0.9481,-0.8633,2.096
21:06:15:091,1.6599,-1.1549,-0.9235,2.223
21:06:15:093,1.6211,-1.3421,-1.0633,2.358
21:06:15:097,1.5519,-1.4716,-1.2643,2.484
21:06:15:103,1.4447,-1.5888,-1.4651,2.600
21:06:15:108,1.2490,-1.6557,-1.6425,2.646
21:06:15:113,1.0074,-1.7105,-1.7634,2.655
21:06:15:118,0.8123,-1.7437,-1.7658,2.611
21:06:15:123,0.6346,-1.7769,-1.6926,2.535
21:06:15:128,0.5526,-1.6953,-1.5771,2.380
21:06:15:132,0.5591,-1.5254,-1.4117,2.152
21:06:15:136,0.7262,-1.2817,-1.2463,1.930
21:06:15:142,0.9395,-1.0598,-1.0874,1.786
21:06:15:147,1.1015,-0.8286,-0.8940,1.643
21:06:15:152,1.1959,-0.5713,-0.7347,1.515
21:06:15:157,1.2230,-0.3336,-0.6304,1.416
21:06:15:167,1.2576,-0.0984,-0.4707,1.346
21:06:15:169,1.2472,0.1245,-0.3364,1.298
21:06:15:186,1.2378,0.3066,-0.1797,1.288
21:06:15:187,1.1672,0.4049,-0.0384,1.236
21:06:15:187,1.0812,0.4553,0.0779,1.176
21:06:15:188,0.9677,0.4604,0.1837,1.087
21:06:15:191,0.8552,0.4225,0.2457,0.985
21:06:15:197,0.7697,0.3512,0.3020,0.898
21:06:15:201,0.6630,0.2348,0.2998,0.765
21:06:15:206,0.5920,0.1115,0.2533,0.653
21:06:15:211,0.5634,0.0099,0.2241,0.606
21:06:15:216,0.5436,-0.0986,0.1784,0.581
21:06:15:221,0.5731,-0.2189,0.1133,0.624
21:06:15:226,0.5992,-0.2888,0.0091,0.665
21:06:15:231,0.6528,-0.3180,-0.1083,0.734
21:06:15:237,0.6958,-0.2923,-0.2084,0.783
21:06:15:242,0.7691,-0.2548,-0.2676,0.853
21:06:15:245,0.8344,-0.1433,-0.2239,0.876
21:06:15:250,0.9016,-0.0608,-0.1297,0.913
21:06:15:255,0.9328,0.0240,-0.0471,0.934
21:06:15:259,0.9257,0.0822,0.0411,0.930
21:06:15:265,0.8924,0.1116,0.1279,0.908
21:06:15:273,0.8019,0.1290,0.1971,0.836
21:06:15:273,0.7068,0.1320,0.2683,0.767
21:06:15:280,0.5877,0.0466,0.3107,0.666
21:06:15:284,0.4971,0.0043,0.3512,0.609
21:06:15:295,0.4061,-0.0377,0.3184,0.517
21:06:15:296,0.3456,-0.1012,0.3032,0.471
21:06:15:298,0.3301,-0.1692,0.2194,0.431
21:06:15:303,0.3213,-0.2562,0.1483,0.437
21:06:15:309,0.3361,-0.3430,0.0536,0.483
21:06:15:313,0.3506,-0.3652,-0.0244,0.507
21:06:15:318,0.3460,-0.3802,-0.1052,0.525
21:06:15:323,0.3511,-0.3760,-0.1650,0.540
21:06:15:328,0.3495,-0.3792,-0.1876,0.549
21:06:15:333,0.3175,-0.3705,-0.1993,0.527
21:06:15:336,0.2744,-0.3715,-0.1668,0.491
21:06:15:347,0.1818,-0.3559,-0.1669,0.433
21:06:15:348,0.0683,-0.3022,-0.1229,0.333
21:06:15:356,-0.0566,-0.2631,-0.0898,0.284
21:06:15:357,-0.2123,-0.2432,-0.0793,0.332
21:06:15:368,-0.3632,-0.2258,-0.0360,0.429
